ISBN,TITLE,ANALYZE,$ USED,$ NEW,$ AMAZON,$ TRADE-IN,# USED,# NEW,RANK,AVG. RANK,PUB DATE
142158316X,Claymore Complete Box Set: Volumes 1-27 …,,188.23,128.46,128.46,No Value,7,16,"16,283","23,979",2015
323476333,Pfenninger and Fowler's Procedures for P…,,163.44,170.99,170.99,No Value,7,16,"20,696","24,166",2019
1432118005,"KJV Holy Bible, Super Giant Print Bible,…",,39.03,31.64,31.64,No Value,6,22,"18,117","24,300",2017
323476333,Pfenninger and Fowler's Procedures for P…,,163.43,170.99,170.99,No Value,7,17,"24,451","24,348",2019
142158316X,Claymore Complete Box Set: Volumes 1-27 …,,188.23,128.46,128.46,No Value,6,14,"22,304","24,386",2015
1118845242,"Essentials of Assessing, Preventing, and…",,38.99,43.45,54.96,No Value,21,28,"34,262","24,388",2015
1601259565,Starfinder Roleplaying Game: Starfinder …,,28.83,38.98,39.99,No Value,24,33,"23,650","24,488",2017
1462538800,"Clinician's Thesaurus, 8th Edition: The …",,31.99,49.18,55,No Value,7,17,"23,420","24,555",2019
149250162X,Essentials of Strength Training and Cond…,,69.94,102.89,103.55,No Value,42,25,"23,058","24,569",2015
899223826,Nueva Concordancia Strong Exhaustiva,,37.99,38.83,39.68,No Value,12,11,"50,108","24,570",2002
1462538800,"Clinician's Thesaurus, 8th Edition: The …",,50.48,36.06,49.38,No Value,6,23,"24,844","24,615",2019
1465438041,Wildlife of the World,,23.02,35.99,50,No Value,22,8,"19,487","24,647",2015
149250162X,Essentials of Strength Training and Cond…,,69.29,102.89,103.55,No Value,44,22,"35,058","24,649",2015
1260440311,"First Aid for the USMLE Step 3, Fifth Ed…",,42.99,45,45,No Value,12,14,"21,827","24,671",2018
596007124,Head First Design Patter A Brain-Friendl…,,29.98,45.65,45.66,No Value,28,10,"34,438","24,755",2004
988872536,The Survival Medicine Handbook: A Guide …,,26.51,37.99,37.99,No Value,20,6,"18,540","24,776",2013
1579129110,Jacques Pepin New Complete Techniques,,10.21,32.03,37.8,No Value,31,13,"18,556","24,863",2012
1449361323,Data Science for Business: What You Need…,,22.31,36.87,43.49,No Value,42,32,"30,967","24,889",2013
385040253,The Ashley Book of Knots,,30.72,38.44,38.49,No Value,48,30,"24,675","24,972",1993
1496351207,Theoretical Basis for Nursing,,33.13,48.99,86.28,No Value,28,18,"27,670","24,985",2018
1506330207,Qualitative Inquiry and Research Design:…,,75,80.75,80.75,No Value,10,4,"23,686","24,999",2017
1616558474,World of Warcraft Chronicle Volume 3,,19.21,34.37,39.99,No Value,13,9,"23,776","25,067",2018
1506330207,Qualitative Inquiry and Research Design:…,,75,80.75,80.75,No Value,10,4,"21,783","25,068",2017
1495007855,ChordBuddy Learning System: Includes Col…,,30.09,45.69,47.45,No Value,9,12,"24,656","25,090",2014
1536203599,The Judy Moody Most Mood-tastic Collecti…,,43,46.79,46.79,No Value,16,29,"19,194","25,160",2018
1433832151,Publication Manual of the American Psych…,,30,47.16,52.24,No Value,15,21,"44,426","25,258",2019
1426220650,Women: The National Geographic Image Col…,,11.91,34.07,34.07,No Value,24,15,"24,425","25,431",2019
62899724,Shatter Me Series 4-Book Box Set: Books …,,34.98,32.96,35.02,No Value,6,20,"25,867","25,516",2019
1883360811,COURSE IN MIRACLES (Spanish Version: UN …,,39.35,36.49,36.49,No Value,3,19,"28,674","25,535",2018
803667183,Primary Care: Art and Science of Advance…,,139.58,147.69,147.69,No Value,15,9,"37,226","25,543",2019
310450276,"NIV, Journal the Word Bible, Leathersoft…",,29.64,33.73,36.49,No Value,11,23,"22,649","25,597",2018
1496409132,"Every Man's Bible NIV, Large Print, TuTo…",,35.54,39.49,39.49,No Value,13,14,"28,663","25,611",2015
099129923X,The PowerScore LSAT Reading Comprehensio…,,13.06,42,42,No Value,64,20,"24,212","25,930",2019
041574248X,An Emotionally Focused Workbook for Coup…,,29.27,44.51,44.6,No Value,20,28,"46,041","25,947",2014
1492041130,Data Science from Scratch: First Princip…,,33.15,36.92,39.61,No Value,12,32,"30,499","26,108",2019
113805528X,Readings for Diversity and Social Justic…,,99.67,48.99,66.45,No Value,5,23,"26,433","26,202",2018
345511476,From a Certain Point of View (Star Wars),,19.65,26.34,31.49,No Value,22,9,"6,188","26,253",2017
996832203,For the Love of ACT Science: An innovati…,,20.22,31.67,31.67,No Value,23,7,"29,289","26,329",2015
1609837452,2018 International Plumbing Code (Intern…,,41.12,60,87.73,No Value,33,27,"26,138","26,330",2017
1496351290,Essentials of Nursing Research: Appraisi…,,36.6,46.46,78.48,No Value,67,20,"39,449","26,368",2017
1433651300,"The CSB Study Bible For Women, Teal Flow…",,55.43,41.03,41.03,No Value,9,23,"15,892","26,437",2018
375849912,"Magic Tree House Boxed Set, Books 1-28",,65.98,88.99,88.99,No Value,37,15,"3,661","26,445",2008
1683834895,Star Wars: The Ultimate Pop-Up Galaxy (P…,,38,29.97,42.99,No Value,7,32,"18,005","26,473",2019
078933657X,The New York Times Book of Movies: The E…,,28.15,30.43,35.99,No Value,20,34,"18,867","26,613",2019
1948062224,The World Beneath: The Life and Times of…,,26.54,28.9,31.5,No Value,10,26,"19,795","26,787",2019
714868728,The Nordic Cookbook,,31.94,36.45,38.61,No Value,32,35,"14,678","26,897",2015
149192912X,Site Reliability Engineering: How Google…,,21.62,34.99,36.71,No Value,33,36,"33,761","27,004",2016
1732167702,Upper Level SSAT: 1500+ Practice Questio…,,27.95,35.99,35.99,No Value,13,1,"23,053","27,013",2018
1496439260,"NLT Life Application Study Bible, Third …",,59.83,66.28,67.49,No Value,2,6,"35,629","27,104",2019
149446554X,The SAFE Mortgage Loan Originator Nation…,,44,45.38,45.38,No Value,3,3,"35,388","27,164",2013
1259583422,SHRM-CP/SHRM-SCP Certification All-in-On…,,89.42,38.61,50.74,No Value,3,6,"30,747","27,168",2018
1101887273,The Outlandish Companion (Revised and Up…,,16.43,29.58,32.15,No Value,48,29,"26,003","27,181",2015
1608871444,The Decade That Rocked: The Photography …,,53.99,50,50,No Value,1,5,"22,220","27,203",2020
1496362179,Fundamentals of Nursing: The Art and Sci…,,104.66,127,130.99,No Value,29,7,"29,634","27,221",2018
385349467,Lidia's Mastering the Art of Italian Cui…,,23.11,32.07,40,No Value,29,18,"22,518","27,277",2015
006029809X,The Trouble Begi A Box of Unfortunate Ev…,,6.07,33.11,39.99,No Value,66,19,"24,427","27,333",2001
1260142655,"CISSP All-in-One Exam Guide, Eighth Edit…",,47.28,46.89,53.27,No Value,14,25,"28,234","27,428",2018
1496338480,Bates' Pocket Guide to Physical Examinat…,,39.57,53.42,62.07,No Value,8,8,"37,034","27,479",2016
1579129528,All the Songs: The Story Behind Every Be…,,16.41,34.06,34.59,No Value,37,33,"15,854","27,493",2013
803676697,Critical Care Notes: Clinical Pocket Gui…,,38.36,25.17,36.13,No Value,3,15,"31,347","27,522",2019
188914021X,More 1-2-3 Magic: Encouraging Good Behav…,,16.81,34.49,39.95,No Value,5,4,"36,027","27,566",2004
789327414,America's Great Hiking Trails: Appalachi…,,23.9,33.97,34.04,No Value,31,35,"19,927","27,592",2014
847834344,KAWS,,37.77,31.69,33.77,No Value,13,24,"16,665","27,637",2010
075667185X,The Civil War: A Visual History,,15.99,37.95,40,No Value,24,7,"24,924","27,657",2011
1408883805,Harry Potter and the Philosopher's Stone…,,15.64,19.72,32.05,No Value,10,18,"16,530","27,676",2018
749484225,Digital Marketing Strategy: An Integrate…,,40.22,31.47,31.49,No Value,7,29,"36,107","27,701",2019
1935660330,Clinical Microbiology Made Ridiculously …,,27.72,27.73,36.81,No Value,9,20,"31,029","27,747",2019
803666578,Ortho Notes: Clinical Examination Pocket…,,38.58,36.91,37.92,No Value,2,6,"31,335","27,765",2018
1422184056,HBR's 10 Must Reads Boxed Set (6 Books) …,,47.93,55.33,70.99,No Value,23,21,"26,736","27,776",2011
735619670,Code Complete: A Practical Handbook of S…,,19.57,36.16,36.16,No Value,32,7,"27,664","27,841",2004
1119282713,The Big Book of Dashboards: Visualizing …,,29.85,33.98,33.98,No Value,16,19,"25,941","27,890",2017
163236655X,Attack on Titan Season 3 Part 1 Manga Bo…,,40.91,38.2,45.05,No Value,7,19,"26,338","27,965",2018
134812352,ServSafe ManagerBook Standalone (7th Edi…,,63.99,58.78,58.78,No Value,5,4,"31,182","27,976",2017
149638413X,Lippincott Illustrated Reviews: Pharmaco…,,38.85,44.44,72.19,No Value,23,16,"35,249","27,991",2018
1509305882,Microsoft Excel 2019 Data Analysis and B…,,36.82,35.86,35.87,No Value,7,25,"10,877","27,991",2019
084786359X,The Art of Outdoor Living: Gardens for E…,,28.74,33.75,33.75,No Value,13,27,"31,220","28,139",2019
714879339,The Jewish Cookbook,,38.61,33.78,33.78,No Value,15,37,"19,630","28,151",2019
815382456,Sick Enough: A Guide to the Medical Comp…,,37.87,44.54,44.95,No Value,8,17,"34,590","28,155",2018
1940384192,Hooked on Phonics Learn to Read - Levels…,,50.82,36.59,79.98,No Value,6,14,"26,163","28,246",2017
847836797,GUCCI: The Making Of,,62.98,65.97,72.82,No Value,11,22,"9,782","28,330",2011
996727604,Music Theory for the Bass Player: A Comp…,,43.38,33.7,34.43,No Value,11,13,"34,201","28,404",2015
1521544913,Guide to the Most Common Internal Medici…,,33.82,33.97,33.97,No Value,6,1,"19,871","28,450",2017
1593271441,"Hacking: The Art of Exploitation, 2nd Ed…",,16.14,33.84,33.84,No Value,52,23,"23,274","28,466",2008
195392884,New Oxford American Dictionary 3rd Editi…,,33.94,45.47,45.53,No Value,27,20,"33,086","28,491",2010
4789014436,Genki: An Integrated Course in Elementar…,,23.14,44,60.8,No Value,21,13,"32,144","28,529",2011
1462515355,DBT Skills Manual for Adolescents,,44.47,44.47,44.52,No Value,6,7,"22,925","28,550",2014
141501596,"Brown Bear, Brown Bear, What Do You See?…",,10.69,10.83,299,No Value,8,13,"27,082","28,553",2007
1583335870,The Plantpower Way: Whole Food Plant-Bas…,,10.56,24.99,35.99,No Value,37,21,"25,546","28,556",2015
1506219705,All the GMAT: Content Review + 6 Online …,,123.2,143.48,239.99,No Value,6,6,"24,868","28,594",2019
323478816,Physiology,,46.99,53,56.99,No Value,29,32,"44,475","28,594",2017
1496318838,The Wills Eye Manual: Office and Emergen…,,41.75,43.9,94.99,No Value,17,33,"28,271","28,636",2016
190491485,Garner's Modern English Usage,,20.11,31.93,33.87,No Value,18,27,"42,922","28,798",2016
691018545,"On War, Indexed Edition",,17.3,26.38,37.15,No Value,57,30,"30,663","28,905",1989
1260116751,AACN Essentials of Critical Care Nursing…,,38.29,51.95,58.8,No Value,21,19,"32,300","28,925",2018
387848576,The Elements of Statistical Learning: Da…,,73.99,79.52,83.99,No Value,7,8,"26,650","28,965",2016
1565335759,ATI TEAS Review Manual: Sixth Edition Re…,,22.46,43.96,45.6,No Value,14,7,"34,956","29,030",2016
198572829X,PMP Exam Prep Simplified: Based on PMBOK…,,31.93,34.19,34.19,No Value,6,2,"36,070","29,045",2018
300225849,"Dior: The Collections, 1947-2017 (Catwal…",,106.04,54.73,54.73,No Value,1,15,"15,008","29,161",2017
1496344383,Health Assessment in Nursing,,68.39,72.97,122.68,No Value,29,11,"16,700","29,162",2017
1632367440,Attack on Titan Season 3 Part 2 Manga Bo…,,41.87,38.25,49.46,No Value,7,12,"22,031","29,214",2019
323328520,Medical-Surgical Nursing: Assessment and…,,28.98,124.96,159.58,No Value,49,7,"33,343","29,237",2016
1496398246,Pathophysiology Made Incredibly Easy (In…,,39.85,28.73,52.72,No Value,8,39,"38,468","29,289",2018
134694899,45 Techniques Every Counselor Should Kno…,,47.47,31.65,31.65,No Value,2,11,"28,064","29,317",2019
993390020X,"Tajweed Qur'an (Whole Quran, With Meanin…",,45.98,46.75,99.99,No Value,9,14,"27,180","29,324",2012
195311353,Mastery of Your Anxiety and Panic: Workb…,,29.89,42.7,42.7,No Value,28,22,"30,387","29,579",2006
71818774,Option Volatility and Pricing: Advanced …,,73.99,78.49,82.65,No Value,8,5,"32,631","29,587",2014
1107686466,Stahl's Essential Psychopharmacology: Ne…,,80.63,93.37,100.22,No Value,14,15,"38,046","29,619",2013
190065818,Atlas of the World,,77.28,68.3,79.95,No Value,6,19,"28,373","29,623",2019
1260121593,"Mastering the Trade, Third Edition: Prov…",,48.62,48.15,55,No Value,12,22,"25,813","29,701",2018
1934124214,Prealgebra,,35.83,45.48,45.48,No Value,28,4,"18,706","29,724",2011
998120499,Decode and Conquer: Answers to Product M…,,31.74,32.29,32.29,No Value,5,2,"32,678","29,770",2019
1783293225,The Elder Scrolls Online - Volumes I & I…,,67.5,38.75,38.75,No Value,5,27,"24,639","29,818",2017
323290612,Saunders Q&A Review Cards for the NCLEX-…,,36,37.95,37.95,No Value,10,11,"29,293","29,876",2015
899060145,"The Chumash: The Stone Edition, Full Siz…",,43.97,49.95,52.89,No Value,24,18,"44,062","29,906",1993
1433545799,"ESV Study Bible (TruTone, Walnut, Celtic…",,53.94,60.38,67.23,No Value,8,18,"23,749","29,910",2015
345433726,The Civil War Trilogy: Gods and Generals…,,23,34.58,48,No Value,28,11,"23,901","29,920",1999
385345267,Sunday Suppers: Recipes + Gatherings: A …,,18.75,28.86,31.5,No Value,24,20,"23,752","29,938",2014
1631401114,Teenage Mutant Ninja Turtles: The IDW Co…,,39.7,37.23,44.99,No Value,6,13,"23,331","30,028",2015
316430919,My Dad Had That Car: A Nostalgic Look at…,,27.19,31.87,35,No Value,9,11,"16,113","30,036",2017
1629725919,Insights from a Prophet's Life Russell M…,,29.69,34.99,34.99,No Value,17,4,"23,161","30,054",2019
803659040,Taber's Cyclopedic Medical Dictionary (T…,,26.93,48.97,50.3,No Value,40,26,"31,490","30,104",2017
1260121119,Symptom to Diagnosis An Evidence Based G…,,62.64,60.91,61.7,No Value,7,22,"37,296","30,121",2019
2080203185,French Patisserie: Master Recipes and Te…,,66.06,60,60,No Value,5,9,"31,931","30,181",2017
135792738,"CCNA 200-301 Official Cert Guide, Volume…",,33.97,29,37.96,No Value,14,25,"44,706","30,201",2019
1496347218,Clinically Oriented Anatomy,,74.16,74.74,94.99,No Value,16,12,"30,321","30,216",2017
470928654,Baking and Pastry: Mastering the Art and…,,52.84,55.63,55.63,No Value,13,21,"33,577","30,242",2015
521809266,The Art of Electronics,,83.97,84.84,84.85,No Value,17,17,"22,108","30,282",2015
827606974,"JPS Hebrew-English TANAKH, Student Editi…",,23.11,30.02,36.6,No Value,49,32,"29,265","30,326",2001
1496347994,Brunner & Suddarth's Textbook of Medical…,,97.8,113.21,156.49,No Value,31,9,"56,410","30,400",2017
1600250300,The Prosperous Coach: Increase Income an…,,33.98,43.39,43.39,No Value,26,10,"33,616","30,409",2013
1938168135,Anatomy and Physiology by OpenStax (hard…,,37.67,52,52,No Value,38,4,"31,580","30,472",2013
984362991,No-Nonsense Algebra: Part of the Masteri…,,18.71,36.05,36.05,No Value,37,15,"26,804","30,595",2011
019023556X,Mastering Your Adult ADHD: A Cognitive-B…,,38.94,37,37,No Value,8,22,"34,195","30,607",2017
1942812159,Convict Conditioning: How to Bust Free o…,,22.15,25.64,31.45,No Value,8,8,"26,209","30,667",2018
714878154,The Turkish Cookbook,,41.79,35.41,38.58,No Value,15,36,"21,520","30,684",2019
132157578,The Disciplined Trader: Developing Winni…,,29.19,33.99,33.99,No Value,27,15,"29,233","30,863",1990
1426220073,100 Dives of a Lifetime: The World's Ult…,,19.75,26.4,31.5,No Value,13,23,"22,193","30,941",2019
1401285007,V for Vendetta 30th Anniversary Deluxe E…,,28.98,46.78,47.49,No Value,12,16,"31,892","30,984",2018
471227285,The Candlestick Course,,43.66,50.51,52.83,No Value,25,33,"37,374","31,029",2003
314844899,"Black’s Law Dictionary, Pocket, 5th Edit…",,25.96,37.95,37.95,No Value,23,8,"28,070","31,033",2016
847843440,Studio 54,,36.98,51.43,54.4,No Value,15,24,"29,692","31,168",2017
847846598,The Metropolitan Museum of Art: Masterpi…,,38.98,49.99,50.99,No Value,16,21,"22,393","31,218",2016
1491919531,Head First Python: A Brain-Friendly Guid…,,33.93,39.58,39.66,No Value,19,30,"25,556","31,264",2016
1284131068,Emergency Care and Transportation of the…,,56.13,81.99,81.99,No Value,26,14,"39,018","31,323",2016
1491950358,Building Microservices: Designing Fine-G…,,28.15,35.55,39.99,No Value,13,29,"19,478","31,370",2015
529106221,Nelson's Illustrated Bible Dictionary: N…,,30.22,31.74,31.88,No Value,15,25,"26,948","31,398",2014
1501142062,The Bill Hodges Trilogy Boxed Set: Mr. M…,,49.25,44.65,51.5,No Value,15,25,"22,892","31,449",2016
039309040X,The Marx-Engels Reader (Second Edition),,13.19,36.24,36.24,No Value,107,8,"27,337","31,453",1978
1284076024,Women's Gynecologic Health,,78.77,79.94,81.54,No Value,13,11,"25,775","31,458",2016
199829926,Oxford American Writer's Thesaurus,,31.42,31.44,31.48,No Value,20,22,"45,148","31,514",2012
1585624667,The Pocket Guide to the DSM-5(TM) Diagno…,,56,56.94,60.02,No Value,9,7,"36,606","31,537",2013
921145527,It Takes Two to Talk: A Practical Guide …,,49.95,53.5,54,No Value,9,5,"18,983","31,640",2017
310753066,"NIV, Bible for Teen Guys, Hardcover: Bui…",,22.35,29.87,34.99,No Value,19,8,"24,096","31,708",2016
1506258891,PCAT Prep Plus 2020-2021,,33.24,34.99,34.99,No Value,12,21,"34,071","31,729",2019
961470151,The Jazz Piano Book,,28.93,36.38,36.38,No Value,31,14,"30,817","31,758",1989
1421526107,Bleach Box Set (Vol. 1-21),,98.99,123.6,130.5,No Value,11,14,"26,598","31,790",2008
1596874449,The Secret,,29.56,34.94,34.95,No Value,13,16,"30,112","31,798",2015
1419724460,"50 Years of Rolling Stone: The Music, Po…",,30.63,39.99,39.99,No Value,20,36,"24,848","31,803",2017
323532020,Pocket Companion for Physical Examinatio…,,33.99,34.59,57.18,No Value,22,34,"22,204","31,819",2019
323481957,Seidel's Guide to Physical Examination: …,,90.66,118.47,126.1,No Value,23,12,"15,017","31,838",2018
047090027X,Escoffier,,48.91,54.98,57.99,No Value,20,15,"31,027","31,946",2011
323554946,Practice Guidelines for Family Nurse Pra…,,61.33,60.33,80.46,No Value,14,17,"29,369","31,978",2019
262510871,Structure and Interpretation of Computer…,,45.93,52.18,52.25,No Value,14,18,"33,320","32,003",1996
1593856121,Motivational Interviewing in Health Care…,,8.57,29,33.69,No Value,81,20,"30,583","32,008",2007
1119475937,(ISC)2 CISSP Certified Information Syste…,,37.88,43.99,45.67,No Value,24,23,"32,125","32,163",2018
1433562448,ESV Scripture Journal: New Testament Set,,36.99,62.95,62.95,No Value,12,21,"31,814","32,302",2018
1481491814,The Ultimate Unwind Collection: Unwind; …,,49.57,52.21,56.99,No Value,8,22,"26,078","32,307",2016
1419727532,Vogue: The Covers (updated edition),,39.75,39.99,39.99,No Value,10,21,"19,184","32,401",2017
1492029645,Head First PMP: A Learner's Companion to…,,33.99,37.99,46.6,No Value,23,33,"25,567","32,472",2018
031647651X,Middle School Box Set,,24.68,31.04,44.95,No Value,7,11,"21,104","32,511",2017
323416330,Mosby's Exam Review for Computed Tomogra…,,40.55,50.01,67.23,No Value,14,17,"35,912","32,529",2017
310437873,"NIV, Women's Devotional Bible, Large Pri…",,29.95,39.8,43.06,No Value,20,21,"43,075","32,612",2015
1462514421,DSM-5® Made Easy: The Clinician's Guide …,,54.97,48.35,72.75,No Value,9,6,"39,420","32,677",2014
803666624,Guide to Clinical Documentation,,42,46.73,51.61,No Value,21,25,"16,060","32,779",2018
325108927,Understanding Texts & Readers: Responsiv…,,14.97,34.5,36.22,No Value,51,25,"60,697","32,952",2018
911910425,The Merck Manual of Diagnosis and Therap…,,64.17,66.29,66.29,No Value,15,27,"32,103","32,956",2018
323377580,Burns and Grove's The Practice of Nursin…,,61.42,98.95,99.99,No Value,7,9,"47,762","32,981",2016
1469899817,ECG Workout: Exercises in Arrhythmia Int…,,45.47,59.76,61.99,No Value,21,31,"34,605","32,985",2016
884484904,Restoring Your Historic House: The Compr…,,41.14,36.12,38.78,No Value,5,18,"36,292","33,113",2019
032157351X,Algorithms (4th Edition),,73.96,70.79,70.79,No Value,7,7,"37,287","33,150",2011
1491946008,"Fluent Python: Clear, Concise, and Effec…",,37.07,46.22,48.05,No Value,17,28,"28,699","33,173",2015
847860213,"A Place to Call Home: Tradition, Style, …",,39.98,42.89,42.91,No Value,17,22,"41,292","33,252",2017
1845503198,Lightkeepers Girls Box Set: Ten Girls,,29.91,28.57,31.91,No Value,19,25,"25,318","33,258",2016
379135857X,Virgil Abloh: Figures of Speech,,34.64,35.8,35.99,No Value,15,32,"17,140","33,290",2019
323354092,Understanding Pathophysiology,,26.02,114.99,121.21,No Value,50,2,"42,065","33,342",2016
847840778,"From the Land: Backen, Gillam, & Kroeger…",,60.75,65.68,65.76,No Value,17,23,"38,508","33,397",2013
022649991X,Writing Your Journal Article in Twelve W…,,33.33,36.18,60,No Value,19,32,"44,106","33,428",2019
892817496,Medical Herbalism: The Science Principle…,,53.53,42.12,42.12,No Value,10,18,"26,430","33,436",2003
1419708635,Vanity Fair 100 Years: From the Jazz Age…,,68.29,64.99,64.99,No Value,7,19,"27,199","33,622",2013
345535561,George R. R. Martin's A Game of Thrones …,,36.49,43.91,58.99,No Value,48,34,"20,743","33,686",2013
982978650,Trail Guide to the Body: How to Locate M…,,46.3,66.45,66.45,No Value,40,10,"30,454","33,696",2014
323567290,Learning Radiology: Recognizing the Basi…,,45.18,37.08,52.79,No Value,7,38,"43,695","33,755",2019
310444055,"Amplified Holy Bible, Large Print, Bonde…",,48.82,41.06,45.62,No Value,12,22,"36,365","33,773",2015
310431581,NIV Cultural Backgrounds Study Bible: Br…,,26.95,30.07,33.64,No Value,35,30,"25,551","33,797",2016
803668120,Pediatric Success: NCLEX®-Style Q&A Revi…,,25.53,30.59,42.55,No Value,24,17,"58,179","33,830",2018
1598530720,Shirley Jackson: Novels and Stories (The…,,29.89,35,35,No Value,9,5,"42,729","33,862",2010
1579658768,"Let's Eat France!: 1,250 specialty foods…",,34.08,34.41,34.43,No Value,10,16,"34,486","33,865",2018
1433547627,"ESV Study Bible, Personal Size (TruTone,…",,29.98,43.99,43.99,No Value,18,26,"21,256","34,050",2015
1462528406,Treating Trauma and Traumatic Grief in C…,,45.97,31.44,41.2,No Value,8,29,"33,026","34,077",2017
1506707408,The Legend of Zelda Encyclopedia Deluxe …,,39.21,48.99,49.49,No Value,13,34,"37,301","34,095",2018
1421582783,Pokemon Adventures FireRed & LeafGreen /…,,33.86,35.97,35.99,No Value,20,25,"24,450","34,177",2015
3899559851,Wanderlust USA,,31.8,33.48,33.99,No Value,9,24,"22,085","34,187",2019
310452783,"NIV, Life Application Study Bible, Third…",,37.98,35.72,35.72,No Value,3,16,"11,407","34,190",2019
128415291X,Role Development in Professional Nursing…,,50.48,53.49,81.19,No Value,13,30,"48,567","34,230",2018
195089847,"Scenes of Subjection: Terror, Slavery, a…",,44.43,39.85,39.85,No Value,10,26,"35,098","34,236",1997
1780672330,"Fabric for Fashion: The Swatch Book, Sec…",,79.48,74.5,78.9,No Value,10,38,"23,006","34,256",2014
1118980824,Designing Brand Identity: An Essential G…,,34.7,34.06,34.06,No Value,20,29,"39,867","34,283",2017
847831477,La Cucina: The Regional Cooking of Italy,,27.63,34.42,34.44,No Value,33,27,"29,624","34,285",2009
323222447,Mosby's Nursing Assistant Video Skills -…,,220,40.44,40.44,No Value,2,3,"54,508","34,406",2014
1405933941,The Longevity Diet [Paperback],,8.96,14.24,399,No Value,36,15,"39,042","34,432",2018
199362777,The Catholic Study Bible,,28.92,33.86,33.86,No Value,32,28,"32,268","34,450",2016
674000781,A Theory of Justice,,21.97,37.99,38,No Value,30,24,"28,330","34,472",1999
1883217040,The Jazz Theory Book,,23.69,42.15,42.15,No Value,27,9,"37,084","34,508",1995
1943704139,"CAPM Exam Prep, Fourth Edition",,60.76,67.51,67.51,No Value,6,2,"52,090","34,529",2018
1632366428,The Ghost in the Shell Deluxe Complete B…,,74.38,71.49,78.34,No Value,7,15,"46,061","34,549",2017
1949980065,"MONOGATARI Series Box Set, Season 2",,50.75,50.07,54.99,No Value,14,35,"28,425","34,579",2019
323327400,Fundamentals of Nursing,,12.67,83.97,135.42,No Value,157,14,"37,342","34,609",2016
847831728,Valentino: Themes and Variations,,49.16,51.76,56.99,No Value,16,30,"38,912","34,610",2008
821257188,What to Drink with What You Eat: The Def…,,8.44,34.92,35.99,No Value,105,16,"36,000","34,653",2006
1465414398,Encyclopedia of Garden Plants for Every …,,37.29,40,40,No Value,20,4,"42,127","34,739",2014
9881354765,Fashionpedia - The Visual Dictionary Of …,,39.26,36.34,36.49,No Value,7,17,"26,054","34,746",2016
1506336248,The Literature Review: Six Steps to Succ…,,15.34,30,32.02,No Value,32,20,"29,350","34,765",2016
552565970,Wonder,,7.99,11.12,299,No Value,47,10,"39,713","34,773",2001
718020685,The Chronological Study Bible: New King …,,15.2,33.86,33.86,No Value,67,39,"20,733","34,776",2008
21402442,"Carpentry & Building Construction, Stude…",,80.41,69.98,71.83,No Value,11,18,"30,001","34,797",2015
307478432,"Living Language French, Complete Edition…",,21.52,44.01,47.49,No Value,26,9,"58,191","34,852",2010
399173455,The Magical World of Strega Nona: a Trea…,,30.8,30.03,40,No Value,21,17,"40,212","34,910",2015
1433550407,ESV Archaeology Study Bible,,23.99,33.86,33.86,No Value,23,42,"33,235","34,921",2018
1788883705,The Charles Dickens Collection: Deluxe 5…,,39.48,39.88,39.89,No Value,10,27,"22,774","35,005",2018
1119578884,Linux Bible,,29.43,31.99,31.99,No Value,10,25,"45,861","35,150",2020
803669267,Pharmacotherapeutics for Advanced Practi…,,133.64,155.75,157.82,No Value,12,15,"45,392","35,154",2019
158834312X,"The Jefferson Bible, Smithsonian Edition…",,15.98,27.66,31.5,No Value,47,25,"37,840","35,178",2011
160983741X,2018 International Fuel Gas Code (Intern…,,77.8,83.82,85.35,No Value,13,23,"37,032","35,237",2017
1986424235,35 Lesson Plans - An Orton-Gillingham Re…,,31.99,35.09,35.09,No Value,2,1,"40,101","35,253",2018
1982103221,Doris Kearns Goodwin: The Presidential B…,,35.99,66.69,66.69,No Value,5,1,"36,449","35,279",2018
1683834372,Batman: The Definitive History of the Da…,,39.98,52.81,52.83,No Value,13,19,"28,988","35,298",2019
031643924X,Pink Floyd All the Songs: The Story Behi…,,28.25,34.48,34.83,No Value,16,21,"16,290","35,362",2017
399551689,The Reckoners Series Boxed Set,,37.55,37.9,37.93,No Value,18,25,"18,632","35,367",2016
1462122256,"Book of Mormon Made Easier Box Set, With…",,34.31,42.56,42.56,No Value,8,20,"26,916","35,384",2018
847860000,The House that Pinterest Built,,19.89,34.99,34.99,No Value,28,31,"35,079","35,461",2017
321751043,"The Art of Computer Programming, Volumes…",,138.42,134.92,134.94,No Value,11,13,"19,641","35,498",2011
1634622340,DAMA-DMBOK: Data Management Body of Know…,,48.64,52.08,52.08,No Value,7,15,"50,670","35,517",2017
1491903996,Effective Modern C++: 42 Specific Ways t…,,33.92,41.79,48.64,No Value,28,34,"26,164","35,526",2014
310440807,"The Amplified Study Bible, Leathersoft, …",,61.55,53.96,68.1,No Value,4,12,"64,565","35,555",2017
62344382,Mastering the Art of Japanese Home Cooki…,,28.65,31.83,31.83,No Value,7,11,"21,456","35,608",2016
052138673X,Collapse of Complex Societies 1ed (New S…,,47.35,41.49,41.49,No Value,10,25,"9,201","35,647",1990
323444199,Medical-Surgical Nursing: Concepts for I…,,78.66,133.93,161.5,No Value,23,5,"35,100","35,688",2017
1633692833,"Leadership on the Line, With a New Prefa…",,23.1,25.97,31.49,No Value,26,26,"39,763","35,715",2017
