ISBN,TITLE,ANALYZE,$ USED,$ NEW,$ AMAZON,$ TRADE-IN,# USED,# NEW,RANK,AVG. RANK,PUB DATE
545162076,Harry Potter Paperback Box Set (Books 1-…,,47.94,49.38,49.38,No Value,51,23,55,178,2009
323358411,Saunders Comprehensive Review for the NC…,,49.15,62.01,62.05,No Value,15,25,"1,063",689,2019
 ,Saunders Comprehensive Review for the NC…,,56.04,62.05,62.05,No Value,16,24,874,698,2019
500513600,Chanel: Collections and Creations,,30.53,31.48,31.49,No Value,33,27,734,743,2007
1516703839,ATI TEAS Secrets Study Guide: TEAS 6 Com…,,26.38,28.99,40.49,No Value,31,15,"1,019",856,2016
786966629,Dungeons & Dragons Core Rulebooks Gift S…,,84.99,91.97,91.99,No Value,12,33,"1,254",974,2018
786966629,Dungeons & Dragons Core Rulebooks Gift S…,,121.77,91.97,91.99,No Value,12,33,"1,479",999,2018
1338565850,I Survived: Ten Thrilling Stories (Boxed…,,37.91,37.22,38.51,No Value,12,22,972,"1,067",2019
989081532,The LSAT Trainer: A Remarkable Self-Stud…,,35.99,57.3,58.49,No Value,44,14,"1,320","1,193",2017
1572307811,DBT Skills Training Handouts and Workshe…,,31.99,31.23,36.1,No Value,4,12,"1,681","1,232",2014
989081532,The LSAT Trainer: A Remarkable Self-Stud…,,35.99,57.3,58.49,No Value,45,14,"1,994","1,233",2017
1433832178,Publication Manual of the American Psych…,,37.36,33.63,33.65,No Value,10,28,"2,159","1,332",2019
1338218395,Harry Potter Books 1-7 Special Edition B…,,79.71,62.98,62.98,No Value,8,27,"1,273","1,403",2018
1338218395,Harry Potter Books 1-7 Special Edition B…,,79.71,62.98,62.98,No Value,9,25,942,"1,410",2018
316243981,The Twilight Saga White Collection,,40,34.98,34.98,No Value,18,28,742,"1,482",2012
1449433251,The Complete Calvin and Hobbes,,60.28,63.41,63.46,No Value,19,26,979,"1,645",2012
1449433251,The Complete Calvin and Hobbes,,68.43,63.4,63.46,No Value,17,26,902,"1,681",2012
1259288617,Connect 1 Semester Access Card for Chemi…,,40.89,36.54,122.36,No Value,4,9,"1,794","1,747",2015
1259288617,Connect 1 Semester Access Card for Chemi…,,40.89,36.48,122.36,No Value,4,9,"1,869","1,753",2015
1465475850,History of the World Map by Map,,32.67,36.1,36.1,No Value,18,26,972,"1,765",2018
1628251840,A Guide to the Project Management Body o…,,53.41,59.3,62.43,No Value,29,17,"2,410","1,852",2017
1628251840,A Guide to the Project Management Body o…,,53.37,60,62.43,No Value,29,15,"2,293","1,874",2017
847826694,Tom Ford,,93.89,93.64,101.99,No Value,16,18,"2,613","1,886",2008
1911015486,The Legend of Zelda: Breath of the Wild …,,31.02,32.72,35.99,No Value,13,14,"2,783","1,948",2018
847826694,Tom Ford,,93.87,93.64,101.99,No Value,15,17,"3,493","1,966",2008
1259298736,CONNECT 1 SEMESTER ACCESS CARD FOR CORPO…,,87.68,156.94,156.99,No Value,1,4,"2,154","2,143",2015
1259298736,CONNECT 1 SEMESTER ACCESS CARD FOR CORPO…,,87.68,156.94,156.99,No Value,1,4,"2,190","2,145",2015
194451547X,As You Grow: A Modern Memory Book for Ba…,,23.27,25.54,35.99,No Value,10,23,"2,948","2,296",2018
1419733338,Architectural Digest at 100: A Century o…,,83.6,80.21,85.99,No Value,2,8,"2,326","2,332",2019
1419733338,Architectural Digest at 100: A Century o…,,79.84,74.82,85.99,No Value,11,16,"2,244","2,333",2019
890425558,Diagnostic and Statistical Manual of Men…,,84.94,145.99,145.99,No Value,14,11,"2,741","2,351",2013
890425558,Diagnostic and Statistical Manual of Men…,,87.14,145.29,145.99,No Value,12,13,"2,552","2,361",2013
786965983,Curse of Strahd (Dungeons & Dragons),,36.99,31.97,31.99,No Value,11,44,"2,976","2,465",2016
316347000,How to Train Your Dragon: The Complete S…,,57.5,48.97,48.99,No Value,11,16,"2,233","2,567",2017
62572563,The C. S. Lewis Signature Classics (8-Vo…,,42.98,42.95,43.49,No Value,18,29,"2,196","2,615",2017
1414381077,Every Man's Bible: New Living Translatio…,,31.93,31.99,31.99,No Value,21,31,"3,008","2,627",2014
1338328182,Amulet #1-8 Box Set,,62.99,58.99,58.99,No Value,10,24,"2,104","2,754",2018
1338328182,Amulet #1-8 Box Set,,62.99,58.99,58.99,No Value,10,24,"2,182","2,789",2018
133831291X,Harry Potter: The Illustrated Collection…,,79.8,65.38,65.38,No Value,3,22,443,"2,817",2018
307593525,Mastering the Art of French Cooking (2 V…,,49.75,51.97,51.99,No Value,35,33,"2,781","2,856",2009
307593525,Mastering the Art of French Cooking (2 V…,,33.99,51.97,51.99,No Value,38,32,"2,309","2,860",2009
1259278859,Connect Access Card for En avant,,279.59,164.98,184.47,No Value,1,4,"2,919","2,935",2015
1259278859,Connect Access Card for En avant,,279.59,164.98,184.47,No Value,1,4,"2,968","2,936",2015
133831291X,Harry Potter: The Illustrated Collection…,,73.95,63.8,65.38,No Value,4,20,408,"2,943",2018
1260462048,"First Aid For the USMLE Step 1 2020, Thi…",,63.58,52.25,52.25,No Value,8,22,"3,618","2,963",2020
1260462048,"First Aid For the USMLE Step 1 2020, Thi…",,63.58,51.73,51.73,No Value,8,22,"3,938","3,011",2020
1939136059,CompTIA Security+ Get Certified Get Ahea…,,23.88,29.99,37.99,No Value,28,18,"3,454","3,069",2017
1260454037,CompTIA A+ Certification All-in-One Exam…,,41.56,40.99,40.99,No Value,14,26,"3,634","3,427",2019
1632366991,Attack on Titan Season 1 Part 1 Manga Bo…,,32.29,35.27,39.56,No Value,9,20,"3,121","3,594",2018
1683834070,Harry Potter: A Pop-Up Guide to Hogwarts,,37.04,34.05,38.99,No Value,9,33,"1,448","3,827",2018
1945179414,The Great Adventure Catholic Bible,,53.51,59.94,59.95,No Value,3,10,"2,500","3,876",2018
1483308014,Culturally Responsive Teaching and The B…,,30.74,34.98,35.1,No Value,9,8,"4,943","3,934",2014
1628603461,Glute Lab: The Art and Science of Streng…,,36.72,34.49,34.49,No Value,16,26,"4,772","3,950",2019
1846077850,Mary Berry's Baking Bible: Over 250 Clas…,,34.31,34.32,44.96,No Value,9,15,"2,527","3,951",2010
1449460046,The Complete Far Side,,83.14,83.98,83.99,No Value,5,13,"2,916","3,993",2014
136802131X,Elephant & Piggie: The Complete Collecti…,,119.65,89.21,89.21,No Value,2,18,"1,408","4,020",2018
1628600837,Becoming a Supple Leopard 2nd Edition: T…,,29.55,29.58,35.99,No Value,52,32,"4,694","4,034",2015
770434290,"The Finer Things: Timeless Furniture, Te…",,26.7,34.53,53.99,No Value,15,14,"3,382","4,037",2016
763657093,Mercy Watson Boxed Set: Adventures of a …,,30.99,31.49,31.49,No Value,5,2,"2,766","4,045",2011
1449460046,The Complete Far Side,,85.75,76.09,80.98,No Value,4,14,"2,522","4,049",2014
770434290,"The Finer Things: Timeless Furniture, Te…",,33.98,34.44,53.99,No Value,12,12,"5,377","4,072",2016
1506239161,LSAT Prep Plus 2020-2021: Strategies for…,,43.98,48.99,57.99,No Value,3,8,"4,034","4,087",2019
1421597713,Death Note (All-in-One Edition),,32.25,33.93,35.49,No Value,16,27,"3,599","4,116",2017
1506239161,LSAT Prep Plus 2020-2021: Strategies for…,,48.98,48.99,57.99,No Value,2,8,"5,020","4,133",2019
136802131X,Elephant & Piggie: The Complete Collecti…,,119.65,89.21,89.21,No Value,2,17,"1,025","4,160",2018
1534313400,The Walking Dead Compendium Volume 4,,31.99,50.2,53.99,No Value,10,11,"3,841","4,204",2019
1259663884,Connect Access Card for The Physical Uni…,,174.45,99.98,107.75,No Value,1,4,"4,288","4,296",2016
1259663884,Connect Access Card for The Physical Uni…,,174.45,99.98,107.75,No Value,1,5,"4,329","4,297",2016
1534313400,The Walking Dead Compendium Volume 4,,31.99,50.2,53.99,No Value,12,15,"7,082","4,347",2019
1683839005,Harry Potter: A Hogwarts Christmas Pop-U…,,22.03,33.89,35.99,No Value,5,9,"3,892","4,376",2019
785215158,"NIV, The Woman's Study Bible, Cloth over…",,32.47,31.47,34.97,No Value,19,27,"5,651","4,469",2018
64409392,The Chronicles of Narnia Box Set: Full-C…,,37.93,48.05,49.48,No Value,32,31,"3,602","4,506",2000
022628705X,"The Chicago Manual of Style, 17th Editio…",,42.74,35.63,35.63,No Value,8,17,"6,059","4,552",2017
193786636X,The Cannabis Grow Bible: The Definitive …,,46.56,29.26,38,No Value,3,25,"5,255","4,575",2017
62288911,My Weird School Daze 12-Book Box Set: Bo…,,27.39,30.88,31.49,No Value,33,31,"4,068","4,586",2013
997895837,Good Night Stories for Rebel Girls - Gif…,,42.06,40.9,42.49,No Value,13,26,"3,128","4,732",2017
1481444433,"The Mortal Instruments, the Complete Col…",,37.15,49.99,71.18,No Value,19,9,"5,566","4,796",2015
803660480,Pharm Phlash!: Pharmacology Flash Cards,,35.87,25.17,36.69,No Value,11,24,"5,780","4,847",2017
1481444433,"The Mortal Instruments, the Complete Col…",,30.53,47.95,71.18,No Value,22,11,"6,907","4,901",2015
323551122,Nursing Diagnosis Handbook: An Evidence-…,,54.95,61.85,66.45,No Value,26,28,"8,085","4,936",2019
1426216920,National Geographic Complete National Pa…,,28.1,28.95,35.99,No Value,12,19,"3,747","4,952",2016
310453429,"NIV, Beautiful Word Bible, Updated Editi…",,35.06,35.18,36.99,No Value,6,18,"4,504","4,955",2019
323551122,Nursing Diagnosis Handbook: An Evidence-…,,54.94,61.71,66.45,No Value,25,27,"6,360","5,007",2019
449813223,The Inheritance Cycle Series 4 Book Set …,,40.52,45.44,49.96,No Value,24,7,"7,134","5,304",2012
032507433X,The Reading Strategies Book: Your Everyt…,,39.74,39.74,39.74,No Value,14,12,"6,743","5,307",2015
1260122387,CompTIA Network+ Certification All-in-On…,,35.55,31.49,31.49,No Value,8,19,"6,359","5,333",2018
826134297,Family Nurse Practitioner Certification …,,45.9,69.99,80,No Value,28,10,"6,679","5,427",2017
826134297,Family Nurse Practitioner Certification …,,45.9,72,80,No Value,30,10,"5,795","5,445",2017
1501179993,The Incredible Adventures of Rush Revere…,,88.82,94.24,94.24,No Value,6,3,"6,544","5,653",2017
177164348X,The Hidden Life of Trees: The Illustrate…,,29.92,31.49,31.49,No Value,14,29,"5,219","5,700",2018
525457232,The Complete Tales of Winnie-The-Pooh,,11.31,30.03,35.99,No Value,53,31,"5,403","5,704",1996
1501179993,The Incredible Adventures of Rush Revere…,,90.92,94.24,94.24,No Value,6,3,"6,822","5,713",2017
1433564998,ESV Illuminated Scripture Journal: New T…,,59.8,62.95,62.95,No Value,11,22,"4,845","5,814",2018
1433564998,ESV Illuminated Scripture Journal: New T…,,59.8,62.95,62.95,No Value,11,22,"3,928","5,866",2018
142314189X,Percy Jackson and the Olympians Hardcove…,,49.13,51.99,51.99,No Value,34,27,"4,887","5,915",2014
142314189X,Percy Jackson and the Olympians Hardcove…,,49.11,51.99,51.99,No Value,33,27,"5,600","5,970",2014
1259350851,Connect Access Card for Psychology of Su…,,65.94,63.23,74.39,No Value,2,3,"6,138","6,037",2015
1259350851,Connect Access Card for Psychology of Su…,,65.94,63.23,74.39,No Value,2,3,"6,164","6,043",2015
153442850X,Keeper of the Lost Cities Collection Boo…,,39.99,36.44,43.99,No Value,6,17,"3,345","6,323",2018
912912065,"Rapid Interpretation of EKG's, Sixth Edi…",,37.71,38.49,38.49,No Value,17,5,"3,930","6,381",2000
1259299570,Connect Access Card for Sociology and Yo…,,78.98,78.98,81.82,No Value,1,3,"6,403","6,418",2015
1259299570,Connect Access Card for Sociology and Yo…,,78.98,78.98,81.82,No Value,1,3,"6,424","6,418",2015
3836572230,Sneaker Freaker. The Ultimate Sneaker Bo…,,41.22,45,45,No Value,12,30,"7,616","6,656",2018
142152581X,Death Note Complete Box Set: Volumes 1-1…,,71.57,75.34,75.34,No Value,10,7,"4,066","6,746",2008
1484737679,The Disney Monorail: Imagineering a High…,,44.77,36,36,No Value,2,12,"5,362","6,761",2020
1506710115,The Legend of Zelda: Breath of the Wild-…,,48.37,52.33,53.09,No Value,18,29,"6,307","6,768",2018
1506710115,The Legend of Zelda: Breath of the Wild-…,,48.37,53.03,53.09,No Value,18,32,"7,232","6,791",2018
142152581X,Death Note Complete Box Set: Volumes 1-1…,,71.57,75.34,75.34,No Value,10,8,"2,873","6,888",2008
786965819,Out of the Abyss (Dungeons & Dragons),,28.53,29.8,33.74,No Value,13,44,"7,410","6,898",2015
142622057X,National Geographic Atlas of the Nationa…,,30.77,37.43,37.49,No Value,16,36,"6,371","6,936",2019
1414381107,"Every Man's Bible NIV, Deluxe Heritage E…",,27.76,33.99,33.99,No Value,29,28,"8,210","7,145",2014
1849904839,The Great British Bake Off Big Book of B…,,17.04,35.18,41.95,No Value,34,15,"3,118","7,203",2015
1484720725,The Heroes of Olympus Hardcover Boxed Se…,,44.15,61.18,61.18,No Value,45,18,"7,206","7,266",2014
1484720725,The Heroes of Olympus Hardcover Boxed Se…,,44.15,61.99,61.99,No Value,44,20,"6,629","7,270",2014
786966106,Tomb of Annihilation (Dungeons & Dragons…,,28.98,31.84,31.99,No Value,14,46,"7,684","7,380",2017
1260026396,"Official GRE Super Power Pack, Second Ed…",,41.44,48.7,54.99,No Value,34,27,"6,629","7,386",2017
1260026396,"Official GRE Super Power Pack, Second Ed…",,41.43,48.7,54.99,No Value,35,27,"8,103","7,421",2017
1452159254,Star Wars: Secrets of the Galaxy Deluxe …,,59.46,52.22,52.22,No Value,7,20,"3,421","7,422",2016
1501163566,The Dark Tower 8-Book Boxed Set,,78.65,112.17,123.18,No Value,7,11,"14,637","7,480",2016
1579657885,"1,000 Places to See Before You Die (Delu…",,16.62,35.34,37.44,No Value,16,21,"5,103","7,532",2019
988872552,The Survival Medicine Handbook: THE esse…,,35.28,36.34,36.36,No Value,10,8,"6,795","7,543",2016
1942021690,Vogue® Knitting The Ultimate Knitting Bo…,,29.37,31.48,31.48,No Value,14,24,"5,290","7,622",2018
1452159254,Star Wars: Secrets of the Galaxy Deluxe …,,59.46,52.22,52.22,No Value,7,19,"3,812","7,633",2016
1462516998,"DBT Skills Training Manual, Second Editi…",,50.47,49,51.88,No Value,8,8,"10,076","7,744",2014
323484883,Saunders Comprehensive Review for the NC…,,41.6,52.7,54.1,No Value,31,33,"10,086","7,806",2018
62410075,Warriors: Dawn of the Clans Box Set: Vol…,,33.05,33.61,34.79,No Value,15,22,"4,397","7,937",2016
1462516998,"DBT Skills Training Manual, Second Editi…",,55.71,49,51.88,No Value,5,8,"12,685","7,991",2014
1465437975,History: From the Dawn of Civilization t…,,33.78,35.56,35.59,No Value,25,25,"7,201","8,036",2015
1496384539,Evidence-Based Practice in Nursing & Hea…,,36.99,86,97.15,No Value,57,22,"9,144","8,189",2018
1419715089,Diary of a Wimpy Kid: The Ugly Truth / C…,,26.06,34.98,34.98,No Value,33,28,"4,114","8,216",2014
1496384539,Evidence-Based Practice in Nursing & Hea…,,36.99,86,97.15,No Value,59,21,"9,176","8,238",2018
1609182278,Motivational Interviewing: Helping Peopl…,,53.88,58.38,58.38,No Value,10,6,"9,188","8,337",2012
1609182278,Motivational Interviewing: Helping Peopl…,,53.29,58.38,58.38,No Value,10,6,"8,442","8,342",2012
735201447,Trading in the Zone: Master the Market w…,,26,39.99,39.99,No Value,49,19,"9,122","8,399",2000
470421355,The Professional Chef,,52.19,62.67,62.99,No Value,33,29,"14,971","8,500",2011
323393225,Atlas of Human Anatomy (Netter Basic Sci…,,59,76.47,78.84,No Value,13,11,"7,561","8,531",2018
1628253827,A Guide to the Project Management Body o…,,65.39,64.36,64.36,No Value,13,26,"9,758","8,602",2017
1451121180,Marino's The ICU Book: Print + Ebook wit…,,39.48,73.99,94.99,No Value,46,26,"10,305","8,613",2013
323393225,Atlas of Human Anatomy (Netter Basic Sci…,,59,76.47,78.84,No Value,13,11,"10,380","8,623",2018
470421355,The Professional Chef,,45.31,62.63,62.99,No Value,39,29,"11,455","8,647",2011
1628253827,A Guide to the Project Management Body o…,,65.39,64.36,64.36,No Value,14,25,"9,762","8,659",2017
1451121180,Marino's The ICU Book: Print + Ebook wit…,,39.48,73.99,94.99,No Value,46,26,"10,378","8,701",2013
1984858335,"Essential Ottolenghi [Special Edition, T…",,30.56,33.95,33.96,No Value,13,26,"7,635","8,716",2019
958057141,Black Books EBB3INCH Engineers Black Boo…,,29.43,32.6,36.49,No Value,5,5,"8,658","8,729",2018
1462532764,Eye Movement Desensitization and Reproce…,,58.19,47.32,59.99,No Value,4,12,"13,819","8,780",2017
1462532764,Eye Movement Desensitization and Reproce…,,58.19,43.42,59.99,No Value,4,13,"10,231","8,852",2017
1119523265,(ISC)2 CISSP Certified Information Syste…,,62.43,58.55,58.56,No Value,17,26,"8,552","8,911",2018
1119523265,(ISC)2 CISSP Certified Information Syste…,,62.62,58.55,58.56,No Value,17,26,"11,096","8,930",2018
1138942650,Encyclopedia of Counseling: Master Revie…,,48.83,66.2,66.45,No Value,25,16,"7,606","8,931",2017
8866130060,Moleskine The Detour Book,,18.23,32.91,49.5,No Value,9,5,"8,208","9,028",2012
1138942650,Encyclopedia of Counseling: Master Revie…,,48.7,60.31,66.45,No Value,24,17,"13,349","9,151",2017
807508551,The Boxcar Children Bookshelf (The Boxca…,,40.97,47.99,47.99,No Value,28,19,"6,914","9,239",2010
1481496638,The Unwanteds Collection: The Unwanteds;…,,38.94,35.68,37.79,No Value,4,12,"6,177","9,244",2017
4789014401,GENKI I: An Integrated Course in Element…,,33.12,44,45,No Value,21,8,"9,079","9,265",2011
1491957662,Python for Data Analysis: Data Wrangling…,,30.98,36,36.01,No Value,6,14,"10,357","9,316",2017
1496370813,Surgical Recall,,23.97,29.58,50.34,No Value,19,20,"10,167","9,553",2017
1401957315,High Performance Planner Full-Year Pack:…,,82.73,39.46,39.67,No Value,3,19,"8,906","9,556",2018
126044029X,"First Aid for the USMLE Step 2 CK, Tenth…",,31.99,45.83,45.83,No Value,22,25,"10,161","9,568",2018
1496370813,Surgical Recall,,24,29.92,50.34,No Value,16,19,"10,260","9,588",2017
988758660,"The PowerScore LSAT Logic Games Bible, 2…",,33.94,40.68,40.68,No Value,61,21,"9,128","9,751",2013
147518741,The Puffin in Bloom Collection,,34.11,34.46,34.46,No Value,19,27,"7,132","9,819",2015
1506386709,"Research Design: Qualitative, Quantitati…",,44.88,57,57,No Value,14,8,"13,209","9,849",2018
1784726184,The World Atlas of Wine 8th Edition,,18.98,45.49,45.49,No Value,17,23,"11,208","9,871",2019
076362229X,Encyclopedia Prehistorica: Sharks and Ot…,,8.32,30.76,38.69,No Value,51,24,"7,346","9,887",2006
1579651267,The French Laundry Cookbook (The Thomas …,,18.99,32.99,36.99,No Value,110,42,"8,819","9,908",1999
1506386709,"Research Design: Qualitative, Quantitati…",,44.85,57,57,No Value,15,8,"11,441","9,928",2018
1421542420,The Legend of Zelda Box Set,,44.07,44.94,44.99,No Value,17,25,"5,355","10,009",2011
1743793456,This is Home: The Art of Simple Living,,30.64,19.64,32.26,No Value,14,32,"7,799","10,399",2018
395489326,The Lord of the Rings,,41.96,46,46,No Value,18,23,"7,399","10,401",1988
1609455053,The Neapolitan Novels Boxed Set,,35.75,35.99,35.99,No Value,12,16,"9,181","10,462",2018
300169787,Alexander McQueen: Savage Beauty,,31.99,37.14,37.16,No Value,20,30,"13,504","10,476",2011
1338255185,The Raina Telgemeier Collection (A Box S…,,25.71,39.54,39.56,No Value,17,10,"8,364","10,480",2018
1250166373,My Greek Table: Authentic Flavors and Mo…,,24.71,24.71,31.49,No Value,4,6,"18,125","10,589",2018
714874744,Japan: The Cookbook,,46.94,33.83,33.84,No Value,8,17,"9,077","10,687",2018
62022717,My Weird School 21-Book Box Set,,51.66,54.38,57.99,No Value,29,28,"10,989","10,718",2011
1975103610,Step-Up to Medicine (Step-Up Series),,38.99,48.64,60.79,No Value,22,20,"10,262","10,837",2019
1338161113,The Next Step Forward in Guided Reading:…,,28.82,36.57,37.38,No Value,25,38,"12,423","10,849",2016
1539229750,"Blacks Law Dictionary, 11th Edition",,97.99,80.7,80.7,No Value,7,18,"10,567","10,897",2019
1975103610,Step-Up to Medicine (Step-Up Series),,38.99,48.64,60.79,No Value,21,20,"12,285","10,909",2019
1539229750,"Black’s Law Dictionary, 11th Edition",,99.92,80.7,80.7,No Value,6,19,"9,759","10,915",2019
803676441,"Nurse's Pocket Guide: Diagnoses, Priorit…",,44.02,48.5,48.5,No Value,15,19,"14,963","11,041",2019
803644027,Med-Surg Success: NCLEX-Style Q&A Review…,,25.36,33.37,51.79,No Value,50,16,"15,612","11,071",2016
60754281,The Little House (5 Volume Set),,20.9,30.39,31.99,No Value,42,20,"5,031","11,137",2004
1284121240,Nursing Informatics and the Foundation o…,,39.99,65.9,98.88,No Value,38,17,"9,078","11,226",2017
1451651686,The Rise and Fall of the Third Reich: A …,,24.15,33.75,33.75,No Value,20,8,"12,526","11,297",2011
310445949,"NIV, Super Giant Print Reference Bible, …",,34.25,41.58,44.99,No Value,5,9,"9,072","11,328",2018
1607060760,The Walking Dead: Compendium One,,14.57,30.95,31.49,No Value,126,42,"7,383","11,331",2009
399590455,"Incerto: Fooled by Randomness, The Black…",,38.98,38.47,38.49,No Value,20,34,"12,000","11,358",2016
1785995103,The Jane Austen Collection: Deluxe 6-Vol…,,36.98,39.56,39.56,No Value,13,21,"7,957","11,360",2016
323498280,"Prioritization, Delegation, and Assignme…",,30.96,42.7,42.7,No Value,16,14,"15,061","11,382",2019
525567836,The Princeton Review MCAT Subject Review…,,104,115.15,202.5,No Value,16,15,"10,662","11,421",2018
323582451,HESI Comprehensive Review for the NCLEX-…,,57.94,64.65,64.75,No Value,16,23,"9,795","11,423",2019
1506245676,National Registry Paramedic Prep,,38.38,27,41.49,No Value,3,7,"12,292","11,429",2019
525567836,The Princeton Review MCAT Subject Review…,,70,79.04,202.5,No Value,17,18,"8,517","11,461",2018
307268969,The National Parks: America's Best Idea,,9.01,31.99,31.99,No Value,87,27,"7,973","11,495",2009
803644027,Med-Surg Success: NCLEX-Style Q&A Review…,,24.97,33.89,51.79,No Value,51,15,"19,646","11,499",2016
323582451,HESI Comprehensive Review for the NCLEX-…,,57.94,55.01,64.75,No Value,15,25,"8,182","11,509",2019
1565639774,The Interlinear Bible: Hebrew-Greek-Engl…,,50.76,49.95,56.8,No Value,19,37,"14,787","11,690",2005
1506362311,Leadership: Theory and Practice,,61.64,80.75,80.75,No Value,28,9,"16,012","11,707",2018
1506362311,Leadership: Theory and Practice,,62.24,80.75,80.75,No Value,25,9,"12,288","11,736",2018
1565639774,The Interlinear Bible: Hebrew-Greek-Engl…,,50.76,49.95,56.8,No Value,18,37,"15,373","11,874",2005
1632364611,Akira 35th Anniversary Box Set,,286.49,179.98,179.99,No Value,1,4,"10,818","11,927",2017
525444513,"Pooh's Library: Winnie-The-Pooh, The Hou…",,20.45,40.75,53.96,No Value,33,9,"16,326","11,945",1988
1632364611,Akira 35th Anniversary Box Set,,283.86,163.98,163.98,No Value,1,4,"13,091","11,965",2017
262033844,"Introduction to Algorithms, 3rd Edition …",,46.23,67.18,94.05,No Value,25,9,"14,813","11,999",2009
262033844,"Introduction to Algorithms, 3rd Edition …",,46.46,67.18,94.05,No Value,23,9,"13,220","12,060",2009
169903530X,Open Source Intelligence Techniques: Res…,,43,36.83,36.83,No Value,3,3,"10,896","12,101",2019
786966904,Dungeons & Dragons Acquisitions Incorpor…,,23.98,31.34,31.49,No Value,14,38,"11,344","12,128",2019
525444513,"Pooh's Library: Winnie-The-Pooh, The Hou…",,21.42,40.75,53.96,No Value,33,10,"16,488","12,171",1988
300233361,Louis Vuitton: The Complete Fashion Coll…,,64.04,53.15,56.85,No Value,5,13,"6,950","12,258",2018
803660421,Nurse Practitioner Certification Examina…,,40.21,54.59,95.01,No Value,33,16,"11,570","12,287",2017
803660421,Nurse Practitioner Certification Examina…,,40.14,54.59,93.05,No Value,32,17,"10,387","12,325",2017
756667526,Natural History: The Ultimate Visual Gui…,,30.99,33.94,33.96,No Value,26,14,"9,144","12,390",2010
1454894024,Examples & Explanatio Civil Procedure,,50.94,56.93,56.95,No Value,15,14,"12,117","12,396",2018
1454894024,Examples & Explanatio Civil Procedure,,54.97,56.93,56.95,No Value,11,14,"15,094","12,412",2018
300233361,Louis Vuitton: The Complete Fashion Coll…,,64.04,56.85,56.85,No Value,5,13,"8,859","12,562",2018
323413099,Study Guide for Pathophysiology: The Bio…,,28.95,27.98,39.72,No Value,27,32,"9,539","12,659",2018
1782263675,Geronimo Stilton: 10 Book Collection (Se…,,40.98,43.38,43.59,No Value,10,15,"10,191","12,662",2017
547928181,The Hobbit and The Lord of the Rings,,32.69,38.5,38.5,No Value,26,27,"12,918","12,667",2012
1732749000,The Loophole in LSAT Logical Reasoning,,29.99,31.72,31.72,No Value,4,2,"16,904","12,714",2018
1599829290,"The Catholic Children's Bible, Revised (…",,30.55,37.95,38.95,No Value,7,3,"13,163","12,778",2018
1421550644,Nausicaä of the Valley of the Wind Box S…,,57.65,43.88,43.91,No Value,20,30,"2,829","12,801",2012
1449355730,"Learning Python, 5th Edition",,34.82,43.77,43.77,No Value,42,20,"10,239","12,838",2013
1595147586,Vampire Academy Box Set 1-6,,32.88,37.49,37.49,No Value,38,27,"8,970","12,927",2013
310441870,"NIV, Foundation Study Bible, Leathersoft…",,19.95,29.98,32.25,No Value,19,30,"14,426","12,933",2016
1473674980,"Co-Active Coaching, Fourth Edition: The …",,12.95,14.81,34.3,No Value,24,18,"14,921","13,023",2018
985063378,Facing the Shadow [3rd Edition]: Startin…,,25.94,28,39.95,No Value,15,15,"19,706","13,029",2015
358003911,The Great Tales of Middle-earth: Childre…,,51.31,54.01,54.03,No Value,6,15,"10,390","13,101",2018
1118907442,"Web Design with HTML, CSS, JavaScript an…",,44.86,47.24,47.24,No Value,11,19,"13,201","13,114",2014
188896314X,Bone: The Complete Cartoon Epic in One V…,,21.95,31.48,31.49,No Value,47,32,"12,391","13,124",2004
1478922958,The Everyday Life Bible: The Power of Go…,,26.18,27.46,31.49,No Value,15,20,"12,049","13,186",2018
323428185,"Nursing Care Pla Diagnoses, Intervention…",,39.94,56.97,59.31,No Value,35,21,"18,264","13,198",2016
358003911,The Great Tales of Middle-earth: Childre…,,42.9,48.99,54.03,No Value,7,16,"13,002","13,244",2018
847848922,Beautiful: All-American Decorating and T…,,28.94,33.48,42.75,No Value,16,7,"10,921","13,263",2016
323428185,"Nursing Care Pla Diagnoses, Intervention…",,38.11,56.97,59.31,No Value,36,21,"15,113","13,293",2016
1426219695,"Space Atlas, Second Edition: Mapping the…",,42.74,39.25,47.5,No Value,13,20,"11,713","13,319",2018
1609837355,2018 International Building Code (Intern…,,74.99,125,146.25,No Value,14,10,"14,296","13,659",2017
762107944,Off the Beaten Path: A Travel Guide to M…,,10.73,35,35,No Value,69,8,"16,239","13,705",2009
1974708713,Dragon Ball Complete Box Set: Vols. 1-16…,,77.36,81.43,81.45,No Value,11,24,"9,104","13,751",2019
1421576066,One Piece Box Set 2: Skypeia and Water S…,,117.08,115.17,117.99,No Value,9,14,"9,044","13,924",2014
1631466763,"The Message Large Print (Leather-Look, D…",,44.18,39.92,39.92,No Value,9,24,"16,047","13,941",2016
1974708721,Dragon Ball Z Complete Box Set: Vols. 1-…,,155.34,121.6,121.62,No Value,6,16,"13,518","13,948",2019
1974708721,Dragon Ball Z Complete Box Set: Vols. 1-…,,155.34,121.6,121.62,No Value,6,15,"12,596","13,971",2019
1974708713,Dragon Ball Complete Box Set: Vols. 1-16…,,83.98,81.43,81.45,No Value,11,24,"10,776","13,996",2019
1259642194,Fitzpatrick's Color Atlas AND SYNOPSIS O…,,55.84,68.39,68.4,No Value,16,19,"17,395","14,091",2017
